id,title,description,category,source,synthetic,template_family,generator_version
S000461,La información vuelve a su valor anterior,"La plataforma confirma la actualización, pero al volver a entrar aparecen los valores anteriores.",error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1
S000462,¿La plataforma incluye esta función?,Necesito saber dónde se encuentra la descarga de facturas o si todavía no está habilitada.,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1
S000463,La plataforma me desconecta constantemente,"Puedo entrar, pero al cambiar de sección vuelvo a la pantalla de acceso y afecta a varios usuarios. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1
S000464,La cuenta fue suspendida tras varios intentos,Después de probar un código antiguo el sistema bloqueó la cuenta y ya no permite iniciar sesión.,acceso_autenticacion,synthetic_generator,true,cuenta_bloqueada,v0.1
S000465,Información sobre formas de pago,Quiero saber qué formatos de exportación acepta actualmente la plataforma. Necesito continuar con el proceso cuanto antes.,consulta_general,synthetic_generator,true,metodos_disponibles,v0.1
S000466,Buscar registros toma varios segundos,"Cada búsqueda devuelve resultados, pero tarda mucho más de lo normal en responder. El problema también fue confirmado por otro usuario.",rendimiento,synthetic_generator,true,busqueda_lenta,v0.1
S000467,Quiero pagar con billetera digital,Solicito incorporar transferencia bancaria como alternativa de pago.,solicitud_funcionalidad,synthetic_generator,true,nuevo_pago,v0.1
S000468,Métodos de pago disponibles,Necesito conocer las alternativas permitidas antes de realizar la operación. El problema también fue confirmado por otro usuario.,consulta_general,synthetic_generator,true,metodos_disponibles,v0.1
S000469,Rendimiento degradado en horas punta,El rendimiento baja notablemente las horas de mayor uso y las operaciones tardan en completarse.,rendimiento,synthetic_generator,true,lentitud_horaria,v0.1
S000470,Cobro duplicado en mi tarjeta,La misma factura fue cobrada más de una vez y el proceso queda detenido. Antes funcionaba con normalidad.,pagos_facturacion,synthetic_generator,true,cobro_duplicado,v0.1
S000471,Necesito instrucciones para completar el proceso,No encuentro dónde se realiza cambiar una configuración; necesito orientación. Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,como_usar,v0.1
S000472,Necesito información sobre las condiciones,¿Qué requisitos debo cumplir para registrar una empresa? Antes funcionaba con normalidad.,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1
S000473,No aparece contenido en la sección,"Puedo navegar por el menú, pero la sección de documentos no carga su contenido en la aplicación web.",error_tecnico,synthetic_generator,true,pantalla_blanca,v0.1
S000474,Necesito conocer el estado del trámite,Necesito orientación para revisar el avance de mi registro sin reportar un error. Ya intenté actualizar la página y volver a probar.,consulta_general,synthetic_generator,true,estado_proceso,v0.1
S000475,Integración con Slack,Sería útil enviar información automáticamente a Slack. Antes funcionaba con normalidad.,solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1
S000476,La página tarda demasiado,"Desde desde ayer, El dashboard tarda mucho más de lo habitual. El problema también fue confirmado por otro usuario.",rendimiento,synthetic_generator,true,carga_lenta,v0.1
S000477,Necesitamos una vista móvil,Necesitamos adaptar la interfaz con modo oscuro para nuestros usuarios. Ya intenté actualizar la página y volver a probar.,solicitud_funcionalidad,synthetic_generator,true,mejora_interfaz,v0.1
S000478,Horario de atención,Quisiera saber si el soporte atiende los fines de semana. Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,horarios_soporte,v0.1
S000479,La página queda en blanco,"Puedo navegar por el menú, pero el panel de usuarios no carga su contenido desde el celular. Esto sucede en más de un dispositivo.",error_tecnico,synthetic_generator,true,pantalla_blanca,v0.1
S000480,Servicio no disponible,La plataforma completa dejó de responder desde ayer. Ya intenté actualizar la página y volver a probar.,error_tecnico,synthetic_generator,true,servicio_caido,v0.1
S000481,Necesitamos una nueva integración,Sería útil enviar información automáticamente a un CRM externo.,solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1
S000482,No puedo subir archivos,Cualquier documento produce el mismo error cuando intento exportar la información. El problema también fue confirmado por otro usuario.,error_tecnico,synthetic_generator,true,archivo_falla,v0.1
S000483,¿La plataforma incluye esta función?,¿Está disponible la exportación de datos en mi plan actual? Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1
S000484,Quiero pagar con billetera digital,Sería útil permitir pagos mediante una billetera digital además de las tarjetas.,solicitud_funcionalidad,synthetic_generator,true,nuevo_pago,v0.1
S000485,Información sobre los planes,¿Qué funciones están incluidas en la opción empresarial? Antes funcionaba con normalidad.,consulta_general,synthetic_generator,true,planes_precios,v0.1
S000486,No se actualizan los datos,"La operación termina sin error, aunque la base sigue mostrando los datos anteriores. Esto sucede en más de un dispositivo.",error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1
S000487,No recibí la factura,"El pago fue aprobado, pero no encuentro la factura en ninguna bandeja. Ya intenté actualizar la página y volver a probar.",pagos_facturacion,synthetic_generator,true,factura_no_recibida,v0.1
S000488,El enlace de activación está vencido,El enlace recibido para activar la cuenta muestra token vencido desde que cambié la configuración. El problema también fue confirmado por otro usuario.,acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1
S000489,Necesito conocer el estado del trámite,Quisiera saber dónde puedo consultar el estado de una solicitud de soporte. Necesito continuar con el proceso cuanto antes.,consulta_general,synthetic_generator,true,estado_proceso,v0.1
S000490,Me cobraron dos veces,En mi tarjeta aparecen dos cargos por una sola operación realizada desde la última actualización. Esto sucede en más de un dispositivo.,pagos_facturacion,synthetic_generator,true,cobro_duplicado,v0.1
S000491,Necesito corregir los datos fiscales,La información tributaria del documento no coincide con la registrada en la cuenta. Antes funcionaba con normalidad.,pagos_facturacion,synthetic_generator,true,factura_incorrecta,v0.1
S000492,Información sobre formas de pago,¿Está disponible la exportación CSV para nuevas suscripciones? Ya intenté actualizar la página y volver a probar.,consulta_general,synthetic_generator,true,metodos_disponibles,v0.1
S000493,No recibo el enlace para restablecer la clave,"Solicité recuperar la contraseña una vez, pero el mensaje no llega a spam ni correo principal.",acceso_autenticacion,synthetic_generator,true,recuperacion_no_recibida,v0.1
S000494,Quiero pagar con billetera digital,Sería útil permitir pagos mediante pago por QR además de las tarjetas. Ya intenté actualizar la página y volver a probar.,solicitud_funcionalidad,synthetic_generator,true,nuevo_pago,v0.1
S000495,Agregar filtros avanzados,Solicito una opción para combinar varios criterios al consultar usuarios.,solicitud_funcionalidad,synthetic_generator,true,filtros_avanzados,v0.1
S000496,Información sobre los planes,Quiero conocer las diferencias entre la suscripción mensual y el plan empresarial. El problema también fue confirmado por otro usuario.,consulta_general,synthetic_generator,true,planes_precios,v0.1
S000497,Mi cuenta quedó bloqueada,"La plataforma informa que mi usuario está bloqueado, incluso después de esperar todo el día. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,cuenta_bloqueada,v0.1
S000498,La clave aparece como incorrecta,"Puedo escribir mis datos, pero al confirmar aparece un mensaje de acceso denegado varias veces al día. Ya intenté actualizar la página y volver a probar.",acceso_autenticacion,synthetic_generator,true,credenciales_rechazadas,v0.1
S000499,La información vuelve a su valor anterior,Guardo el formulario y los cambios desaparecen después de recargar la página.,error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1
S000500,No puedo cerrar la sesión,La opción de cerrar sesión me devuelve al panel sin finalizar la autenticación. Antes funcionaba con normalidad.,acceso_autenticacion,synthetic_generator,true,cierre_sesion,v0.1
S000501,Quiero saber si existe esta opción,Necesito saber dónde se encuentra la descarga de facturas o si todavía no está habilitada. Necesito continuar con el proceso cuanto antes.,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1
S000502,El enlace de activación está vencido,"La cuenta aparece creada, aunque el sistema sigue pidiendo activación y el proceso queda detenido. El problema también fue confirmado por otro usuario.",acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1
S000503,Nuevo método de autenticación,Solicito que los usuarios puedan ingresar mediante Google además del correo y contraseña. Ya intenté actualizar la página y volver a probar.,solicitud_funcionalidad,synthetic_generator,true,nuevo_login,v0.1
S000504,El enlace de activación está vencido,El enlace recibido para activar la cuenta muestra enlace inválido desde que cambié la configuración.,acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1
S000505,El botón no responde,El botón confirmar dejó de ejecutar la acción desde la última actualización. El problema también fue confirmado por otro usuario.,error_tecnico,synthetic_generator,true,boton_no_responde,v0.1
S000506,Procesamiento lento de archivos,"La operación no falla, aunque de procesar es mucho más lenta que antes. El problema también fue confirmado por otro usuario.",rendimiento,synthetic_generator,true,archivos_lentos,v0.1
S000507,El sistema se pone lento por las tardes,"Cuando hay varios usuarios conectados, el sistema responde con mucha demora. Esto sucede en más de un dispositivo.",rendimiento,synthetic_generator,true,lentitud_horaria,v0.1
S000508,Agregar un nuevo método de pago,Necesitamos que la plataforma acepte una billetera digital para nuevas suscripciones. Esto sucede en más de un dispositivo.,solicitud_funcionalidad,synthetic_generator,true,nuevo_pago,v0.1
S000509,El código de verificación no funciona,La verificación adicional falla desde mi laptop y no me deja acceder a la cuenta.,acceso_autenticacion,synthetic_generator,true,doble_factor,v0.1
S000510,Quiero exportar a Excel,Sería útil agregar XML a los formatos disponibles de exportación.,solicitud_funcionalidad,synthetic_generator,true,nueva_exportacion,v0.1
S000511,La plataforma me desconecta constantemente,"Inicio sesión correctamente, pero la plataforma me desconecta al guardar información varias veces al día. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1
S000512,Importar registros toma mucho tiempo,"El proceso de generación de reportes termina correctamente, pero tarda casi una hora. Ya intenté actualizar la página y volver a probar.",rendimiento,synthetic_generator,true,proceso_masivo_lento,v0.1
S000513,Agregar un nuevo método de pago,Solicito incorporar una billetera digital como alternativa de pago. Esto sucede en más de un dispositivo.,solicitud_funcionalidad,synthetic_generator,true,nuevo_pago,v0.1
S000514,Consulta sobre una característica,¿Está disponible la personalización de reportes en mi plan actual? Ya intenté actualizar la página y volver a probar.,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1
S000515,Pagué pero la cuenta sigue vencida,"La operación aparece aprobada, aunque el servicio sigue suspendido por falta de pago. Ya intenté actualizar la página y volver a probar.",pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1
S000516,Aparecen dos cargos por la misma compra,En el historial de pagos aparecen dos cargos por una sola operación realizada desde ayer. Necesito continuar con el proceso cuanto antes.,pagos_facturacion,synthetic_generator,true,cobro_duplicado,v0.1
S000517,Tiempo normal de activación,Necesito saber si un día es el tiempo habitual de la emisión de una factura. El problema también fue confirmado por otro usuario.,consulta_general,synthetic_generator,true,tiempos_estimados,v0.1
S000518,Las solicitudes tardan varios segundos,"Las solicitudes devuelven datos correctos, pero el tiempo de respuesta supera cinco segundos.",rendimiento,synthetic_generator,true,api_lenta,v0.1
S000519,El sistema está caído,Todos los usuarios reciben conexión rechazada al intentar ingresar.,error_tecnico,synthetic_generator,true,servicio_caido,v0.1
S000520,La plataforma me desconecta constantemente,"Puedo entrar, pero al cambiar de sección vuelvo a la pantalla de acceso y no puedo continuar con mi trabajo. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1
S000521,Integración con Slack,"Necesitamos una conexión con Microsoft Teams, ya que actualmente no existe.",solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1
S000522,La aplicación queda bloqueada temporalmente,Cada cambio de sección provoca una pausa antes de mostrar el contenido.,rendimiento,synthetic_generator,true,congelamiento_temporal,v0.1
S000523,Necesito información sobre las condiciones,Quisiera conocer la política de uso de cuentas de la plataforma. Necesito continuar con el proceso cuanto antes.,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1
S000524,Crear permisos personalizados,Solicito un nuevo rol que pueda ver reportes sin editar. Esto sucede en más de un dispositivo.,solicitud_funcionalidad,synthetic_generator,true,roles_permisos,v0.1
S000525,Necesito conocer el plazo estimado,Necesito saber si varios minutos es el tiempo habitual de la revisión de una solicitud. Antes funcionaba con normalidad.,consulta_general,synthetic_generator,true,tiempos_estimados,v0.1
S000526,La carga de archivos es muy lenta,"La operación no falla, aunque de descargar es mucho más lenta que antes. Antes funcionaba con normalidad.",rendimiento,synthetic_generator,true,archivos_lentos,v0.1
S000527,Datos incorrectos en la factura,La información tributaria del documento no coincide con la registrada en la cuenta. Necesito continuar con el proceso cuanto antes.,pagos_facturacion,synthetic_generator,true,factura_incorrecta,v0.1
S000528,Información sobre formas de pago,Quiero saber qué tipos de archivo acepta actualmente la plataforma.,consulta_general,synthetic_generator,true,metodos_disponibles,v0.1
S000529,Pausas frecuentes al cambiar de sección,"La aplicación no se cierra, pero deja de responder temporalmente casi siempre. El problema también fue confirmado por otro usuario.",rendimiento,synthetic_generator,true,congelamiento_temporal,v0.1
S000530,La misma operación se guarda dos veces,"Confirmo la operación una sola vez, pero el sistema genera tres registros iguales. Ya intenté actualizar la página y volver a probar.",error_tecnico,synthetic_generator,true,duplicados,v0.1
S000531,El sistema se cierra al editar,"Puedo entrar normalmente, pero la aplicación falla al confirmar una operación.",error_tecnico,synthetic_generator,true,cierre_inesperado,v0.1
S000532,Quiero exportar a Excel,Solicito una opción que permita descargar las facturas en Excel. Antes funcionaba con normalidad.,solicitud_funcionalidad,synthetic_generator,true,nueva_exportacion,v0.1
S000533,Necesitamos ejecuciones automáticas,Actualmente hacemos el proceso manualmente y necesitamos automatizar el envío de reportes.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1
S000534,La tarjeta no es aceptada,El sistema no acepta mi tarjeta de crédito aunque tiene fondos y está habilitado para compras. Antes funcionaba con normalidad.,pagos_facturacion,synthetic_generator,true,pago_rechazado,v0.1
S000535,No llega el correo de recuperación,Necesito restablecer la clave y no recibo ningún correo ni código y esto retrasa la atención de clientes.,acceso_autenticacion,synthetic_generator,true,recuperacion_no_recibida,v0.1
S000536,Acceso rechazado tras actualizar la contraseña,"El cambio de el correo fue confirmado, pero el acceso sigue usando los datos anteriores. Esto sucede en más de un dispositivo.",acceso_autenticacion,synthetic_generator,true,cambio_datos_acceso,v0.1
S000537,Necesito corregir los datos fiscales,La factura muestra la razón social que no corresponde a mi empresa. El problema también fue confirmado por otro usuario.,pagos_facturacion,synthetic_generator,true,factura_incorrecta,v0.1
S000538,Aparecen dos cargos por la misma compra,"Solo confirmé el pago una vez, pero se registraron dos cobros idénticos.",pagos_facturacion,synthetic_generator,true,cobro_duplicado,v0.1
S000539,El pago no aparece registrado,"La operación aparece aprobada, aunque el servicio sigue suspendido por falta de pago. Ya intenté actualizar la página y volver a probar.",pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1
S000540,Agregar inicio de sesión con Google,Solicito que los usuarios puedan ingresar mediante Apple además del correo y contraseña.,solicitud_funcionalidad,synthetic_generator,true,nuevo_login,v0.1
S000541,No recibí la factura,La transacción terminó correctamente y no recibí ningún documento de pago desde la semana pasada.,pagos_facturacion,synthetic_generator,true,factura_no_recibida,v0.1
S000542,La API responde lentamente,"No hay errores HTTP, pero la latencia aumentó desde esta mañana.",rendimiento,synthetic_generator,true,api_lenta,v0.1
S000543,Problema con la autenticación de dos pasos,No puedo completar el segundo paso porque el código no llega casi siempre. Ya intenté actualizar la página y volver a probar.,acceso_autenticacion,synthetic_generator,true,doble_factor,v0.1
S000544,Acceso rechazado tras actualizar la contraseña,Actualicé la contraseña y desde entonces ninguna de las credenciales me permite ingresar. Esto sucede en más de un dispositivo.,acceso_autenticacion,synthetic_generator,true,cambio_datos_acceso,v0.1
S000545,Agregar inicio de sesión con Google,Necesitamos un nuevo método de inicio de sesión basado en el proveedor corporativo SSO. Necesito continuar con el proceso cuanto antes.,solicitud_funcionalidad,synthetic_generator,true,nuevo_login,v0.1
S000546,La información vuelve a su valor anterior,"La operación termina sin error, aunque la base sigue mostrando los datos anteriores. Necesito continuar con el proceso cuanto antes.",error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1
S000547,Se crean registros duplicados,"Confirmo la operación una sola vez, pero el sistema genera varios registros iguales. El problema también fue confirmado por otro usuario.",error_tecnico,synthetic_generator,true,duplicados,v0.1
S000548,¿La plataforma incluye esta función?,¿Está disponible la descarga de facturas en mi plan actual?,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1
S000549,Importe equivocado en la factura,La factura muestra un importe mayor respecto del precio informado. Necesito continuar con el proceso cuanto antes.,pagos_facturacion,synthetic_generator,true,monto_incorrecto,v0.1
S000550,La plataforma se ralentiza con muchos usuarios,"En la tarde todas las pantallas tardan más, aunque fuera de ese horario funcionan bien.",rendimiento,synthetic_generator,true,lentitud_horaria,v0.1
S000551,Pagué pero la cuenta sigue vencida,El banco confirma el cobro y la plataforma no reconoce la transacción desde hace unos minutos. El problema también fue confirmado por otro usuario.,pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1
S000552,Falló la conexión con otro servicio,"La integración con el servicio de almacenamiento estaba funcionando, pero dejó de enviar información desde ayer. Esto sucede en más de un dispositivo.",error_tecnico,synthetic_generator,true,integracion_fallida,v0.1
S000553,No ocurre nada al guardar,"La interfaz permite completar los datos, aunque guardar no responde casi siempre. Esto sucede en más de un dispositivo.",error_tecnico,synthetic_generator,true,boton_no_responde,v0.1
S000554,Necesito información sobre las condiciones,¿Qué requisitos debo cumplir para invitar usuarios?,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1
S000555,El dashboard carga muy lento,La pantalla responde correctamente después de esperar varios segundos varias veces al día.,rendimiento,synthetic_generator,true,carga_lenta,v0.1
S000556,El módulo demora en mostrar información,La pantalla responde correctamente después de esperar más de un minuto casi siempre.,rendimiento,synthetic_generator,true,carga_lenta,v0.1
S000557,Necesitamos descargar datos en otro formato,Solicito una opción que permita descargar la lista de usuarios en Excel. El problema también fue confirmado por otro usuario.,solicitud_funcionalidad,synthetic_generator,true,nueva_exportacion,v0.1
S000558,No puedo iniciar sesión,"Intento ingresar con las credenciales habituales, pero el sistema indica que los datos no son válidos desde ayer. Esto sucede en más de un dispositivo.",acceso_autenticacion,synthetic_generator,true,credenciales_rechazadas,v0.1
S000559,No puedo subir archivos,Cualquier documento produce el mismo error cuando intento descargar el reporte. El problema también fue confirmado por otro usuario.,error_tecnico,synthetic_generator,true,archivo_falla,v0.1
S000560,La misma operación se guarda dos veces,"Confirmo la operación una sola vez, pero el sistema genera varios registros iguales.",error_tecnico,synthetic_generator,true,duplicados,v0.1
S000561,Recuperación de contraseña sin respuesta,Necesito restablecer la clave y no recibo ningún correo ni código y no encuentro una alternativa. El problema también fue confirmado por otro usuario.,acceso_autenticacion,synthetic_generator,true,recuperacion_no_recibida,v0.1
S000562,No puedo entrar después de cambiar mi correo,"El cambio de el correo fue confirmado, pero el acceso sigue usando los datos anteriores. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,cambio_datos_acceso,v0.1
S000563,La tarjeta no es aceptada,El sistema no acepta mi tarjeta de crédito aunque tiene fondos y está habilitado para compras.,pagos_facturacion,synthetic_generator,true,pago_rechazado,v0.1
S000564,Sesión expirada pocos segundos después de entrar,"Mientras trabajo, la sesión expira sin aviso en el navegador.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1
S000565,Necesitamos acceso con Microsoft,Sería útil incorporar autenticación con Microsoft para facilitar el acceso.,solicitud_funcionalidad,synthetic_generator,true,nuevo_login,v0.1
S000566,Pagué pero la cuenta sigue vencida,El banco confirma el cobro y la plataforma no reconoce la transacción desde esta mañana.,pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1
S000567,Horario de atención,¿En qué días y horarios puedo comunicarme con un agente? Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,horarios_soporte,v0.1
S000568,Horario de atención,Quisiera saber si el soporte atiende por la noche.,consulta_general,synthetic_generator,true,horarios_soporte,v0.1
S000569,Agregar filtros avanzados,Solicito una opción para combinar varios criterios al consultar facturas.,solicitud_funcionalidad,synthetic_generator,true,filtros_avanzados,v0.1
S000570,Importar registros toma mucho tiempo,Procesar pocos cientos de registros toma demasiado tiempo aunque no aparecen errores.,rendimiento,synthetic_generator,true,proceso_masivo_lento,v0.1
S000571,La aplicación falla durante una operación,"Cada vez que intento adjuntar un archivo, la aplicación se cierra inesperadamente. Necesito continuar con el proceso cuanto antes.",error_tecnico,synthetic_generator,true,cierre_inesperado,v0.1
S000572,Agregar modo oscuro,"Solicito una opción de modo oscuro, ya que actualmente no está disponible. Necesito continuar con el proceso cuanto antes.",solicitud_funcionalidad,synthetic_generator,true,mejora_interfaz,v0.1
S000573,Consulta sobre el estado de una solicitud,Necesito orientación para revisar el avance de una solicitud de soporte sin reportar un error. Ya intenté actualizar la página y volver a probar.,consulta_general,synthetic_generator,true,estado_proceso,v0.1
S000574,La interfaz se congela unos segundos,Cada cambio de sección provoca una pausa antes de mostrar el contenido. Esto sucede en más de un dispositivo.,rendimiento,synthetic_generator,true,congelamiento_temporal,v0.1
S000575,El sistema se pone lento por las tardes,El rendimiento baja notablemente el cierre de mes y las operaciones tardan en completarse. Esto sucede en más de un dispositivo.,rendimiento,synthetic_generator,true,lentitud_horaria,v0.1
S000576,La devolución todavía no llega,"La plataforma marca la devolución como completada, aunque el banco no registra el abono. Esto sucede en más de un dispositivo.",pagos_facturacion,synthetic_generator,true,reembolso,v0.1
S000577,Automatizar una tarea repetitiva,Actualmente hacemos el proceso manualmente y necesitamos automatizar la creación de respaldos.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1
S000578,La API responde lentamente,"No hay errores HTTP, pero la latencia aumentó desde la última actualización. Antes funcionaba con normalidad.",rendimiento,synthetic_generator,true,api_lenta,v0.1
S000579,Necesito conocer el horario de ayuda,Quisiera saber si el soporte atiende fuera del horario de oficina. Necesito continuar con el proceso cuanto antes.,consulta_general,synthetic_generator,true,horarios_soporte,v0.1
S000580,No puedo completar el cobro,Al confirmar el pago aparece error al procesar el cobro y la suscripción no se renueva.,pagos_facturacion,synthetic_generator,true,pago_rechazado,v0.1
S000581,Problema con el reintegro,"El reembolso fue aprobado hace una semana, pero el dinero no aparece en mi cuenta. Ya intenté actualizar la página y volver a probar.",pagos_facturacion,synthetic_generator,true,reembolso,v0.1
S000582,No recibí la factura,"Necesito el comprobante de la compra del plan, aunque el sistema todavía no lo genera. Necesito continuar con el proceso cuanto antes.",pagos_facturacion,synthetic_generator,true,factura_no_recibida,v0.1
S000583,No puedo entrar después de cambiar mi correo,"Después de modificar el nombre de usuario, la cuenta quedó inaccesible desde mi laptop. Necesito continuar con el proceso cuanto antes.",acceso_autenticacion,synthetic_generator,true,cambio_datos_acceso,v0.1
S000584,Recuperación de contraseña sin respuesta,Necesito restablecer la clave y no recibo ningún correo ni código y no puedo continuar con mi trabajo.,acceso_autenticacion,synthetic_generator,true,recuperacion_no_recibida,v0.1
S000585,Las solicitudes tardan varios segundos,"El endpoint funciona, aunque responde con mucha demora siempre. Antes funcionaba con normalidad.",rendimiento,synthetic_generator,true,api_lenta,v0.1
S000586,La clave aparece como incorrecta,"Puedo escribir mis datos, pero al confirmar aparece un mensaje de acceso denegado siempre. Esto sucede en más de un dispositivo.",acceso_autenticacion,synthetic_generator,true,credenciales_rechazadas,v0.1
S000587,No puedo completar el cobro,"Intenté pagar con la tarjeta corporativa, pero la transacción fue rechazada siempre. Ya intenté actualizar la página y volver a probar.",pagos_facturacion,synthetic_generator,true,pago_rechazado,v0.1
S000588,Falló la conexión con otro servicio,Los datos de el correo ya no se sincronizan aunque la conexión sigue habilitada. Esto sucede en más de un dispositivo.,error_tecnico,synthetic_generator,true,integracion_fallida,v0.1
S000589,Necesito instrucciones para completar el proceso,No encuentro dónde se realiza cerrar un ticket; necesito orientación. Antes funcionaba con normalidad.,consulta_general,synthetic_generator,true,como_usar,v0.1
S000590,No recibí la factura,"Necesito el comprobante de la suscripción, aunque el sistema todavía no lo genera.",pagos_facturacion,synthetic_generator,true,factura_no_recibida,v0.1
S000591,El botón cerrar sesión no termina el acceso,La opción de cerrar sesión me devuelve al panel sin finalizar la autenticación. El problema también fue confirmado por otro usuario.,acceso_autenticacion,synthetic_generator,true,cierre_sesion,v0.1
S000592,Envío programado de reportes,Solicito una automatización que permita la creación de respaldos sin intervención manual. Ya intenté actualizar la página y volver a probar.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1
S000593,El monto cobrado es incorrecto,El total cobrado no coincide con el monto mostrado antes de confirmar la compra. Esto sucede en más de un dispositivo.,pagos_facturacion,synthetic_generator,true,monto_incorrecto,v0.1
S000594,Pago aprobado sin documento tributario,La transacción terminó correctamente y no recibí ningún documento de pago desde que cambié la configuración. Antes funcionaba con normalidad.,pagos_facturacion,synthetic_generator,true,factura_no_recibida,v0.1
S000595,Quiero pagar con billetera digital,Sería útil permitir pagos mediante transferencia bancaria además de las tarjetas. Ya intenté actualizar la página y volver a probar.,solicitud_funcionalidad,synthetic_generator,true,nuevo_pago,v0.1
S000596,Pantalla vacía al abrir un módulo,Al abrir el módulo de reportes solo aparece una pantalla blanca y no se muestra ningún dato. Necesito continuar con el proceso cuanto antes.,error_tecnico,synthetic_generator,true,pantalla_blanca,v0.1
S000597,Los resultados aparecen con retraso,"Cada búsqueda devuelve resultados, pero tarda mucho más de lo normal en responder. Necesito continuar con el proceso cuanto antes.",rendimiento,synthetic_generator,true,busqueda_lenta,v0.1
S000598,No ocurre nada al guardar,El botón descargar dejó de ejecutar la acción desde esta mañana. Ya intenté actualizar la página y volver a probar.,error_tecnico,synthetic_generator,true,boton_no_responde,v0.1
S000599,Sesión expirada pocos segundos después de entrar,"Inicio sesión correctamente, pero la plataforma me desconecta a los pocos segundos cada vez que lo intento. Esto sucede en más de un dispositivo.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1
S000600,El dashboard carga muy lento,"Desde desde la última actualización, La lista de usuarios tarda mucho más de lo habitual. Necesito continuar con el proceso cuanto antes.",rendimiento,synthetic_generator,true,carga_lenta,v0.1
S000601,Importe equivocado en la factura,El total cobrado no coincide con el monto mostrado antes de confirmar la compra. El problema también fue confirmado por otro usuario.,pagos_facturacion,synthetic_generator,true,monto_incorrecto,v0.1
S000602,Me cobraron dos veces,La misma factura fue cobrada más de una vez y esto retrasa la atención de clientes. Antes funcionaba con normalidad.,pagos_facturacion,synthetic_generator,true,cobro_duplicado,v0.1
S000603,El monto cobrado es incorrecto,"Contraté el paquete promocional, pero el cobro corresponde a el plan empresarial.",pagos_facturacion,synthetic_generator,true,monto_incorrecto,v0.1
S000604,No recibí la factura,"Necesito el comprobante de la compra del plan, aunque el sistema todavía no lo genera. El problema también fue confirmado por otro usuario.",pagos_facturacion,synthetic_generator,true,factura_no_recibida,v0.1
S000605,La información vuelve a su valor anterior,Guardo el formulario y los cambios desaparecen después de recargar la página. Necesito continuar con el proceso cuanto antes.,error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1
S000606,Recuperación de contraseña sin respuesta,Necesito restablecer la clave y no recibo ningún correo ni código y no encuentro una alternativa. Ya intenté actualizar la página y volver a probar.,acceso_autenticacion,synthetic_generator,true,recuperacion_no_recibida,v0.1
S000607,Procesamiento lento de archivos,"El archivo termina de descargar, pero incluso uno pequeño demora casi una hora. Ya intenté actualizar la página y volver a probar.",rendimiento,synthetic_generator,true,archivos_lentos,v0.1
S000608,Cuenta registrada pero sin activar,El enlace recibido para activar la cuenta muestra activación pendiente desde la última actualización. El problema también fue confirmado por otro usuario.,acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1
S000609,La sesión se cierra sola,"Puedo entrar, pero al cambiar de sección vuelvo a la pantalla de acceso y esto retrasa la atención de clientes. Ya intenté actualizar la página y volver a probar.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1
S000610,No se actualizan los datos,"La operación termina sin error, aunque la base sigue mostrando los datos anteriores.",error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1
