id,title,description,category,source,synthetic,template_family,generator_version,split
S000379,Conectar la plataforma con otro servicio,"Necesitamos una conexión con Microsoft Teams, ya que actualmente no existe. Ya intenté actualizar la página y volver a probar.",solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1,train
S000381,¿Cuáles son los requisitos?,Quisiera conocer la política de privacidad de la plataforma. Antes funcionaba con normalidad.,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1,train
S000383,Los cambios no quedan guardados,Guardo el formulario y los cambios desaparecen después de recargar la página. Necesito continuar con el proceso cuanto antes.,error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1,train
S000385,La aplicación se cierra sola,El sistema deja de responder y se cierra desde el celular al realizar confirmar una operación. Ya intenté actualizar la página y volver a probar.,error_tecnico,synthetic_generator,true,cierre_inesperado,v0.1,train
S000386,Necesito corregir los datos fiscales,El comprobante fue emitido con datos antiguos y necesito corregir la razón social.,pagos_facturacion,synthetic_generator,true,factura_incorrecta,v0.1,train
S000387,El sistema se pone lento por las tardes,"Cuando hay varios usuarios conectados, el sistema responde con mucha demora. El problema también fue confirmado por otro usuario.",rendimiento,synthetic_generator,true,lentitud_horaria,v0.1,train
S000388,La búsqueda demora mucho,"Los filtros funcionan correctamente, aunque la respuesta es demasiado lenta. Ya intenté actualizar la página y volver a probar.",rendimiento,synthetic_generator,true,busqueda_lenta,v0.1,train
S000389,Cuenta registrada pero sin activar,"Completé el registro, pero el enlace ya expiró y no puedo iniciar sesión. El problema también fue confirmado por otro usuario.",acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1,train
S000391,Cuenta registrada pero sin activar,El enlace recibido para activar la cuenta muestra activación pendiente desde hace unos minutos. Ya intenté actualizar la página y volver a probar.,acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1,train
S000393,Consulta sobre políticas,Quisiera conocer la política de privacidad de la plataforma. Ya intenté actualizar la página y volver a probar.,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1,train
S000395,El enlace de activación está vencido,"La cuenta aparece creada, aunque el sistema sigue pidiendo activación y no encuentro una alternativa. Ya intenté actualizar la página y volver a probar.",acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1,train
S000397,Las solicitudes tardan varios segundos,"Las solicitudes devuelven datos correctos, pero el tiempo de respuesta supera cinco segundos. Necesito continuar con el proceso cuanto antes.",rendimiento,synthetic_generator,true,api_lenta,v0.1,train
S000399,La búsqueda demora mucho,"Los filtros funcionan correctamente, aunque la respuesta es demasiado lenta. Esto sucede en más de un dispositivo.",rendimiento,synthetic_generator,true,busqueda_lenta,v0.1,train
S000400,La API responde lentamente,"No hay errores HTTP, pero la latencia aumentó desde ayer. El problema también fue confirmado por otro usuario.",rendimiento,synthetic_generator,true,api_lenta,v0.1,train
S000402,Crear permisos personalizados,Quisiera definir permisos específicos para supervisores en lugar de usar perfiles fijos.,solicitud_funcionalidad,synthetic_generator,true,roles_permisos,v0.1,train
S000404,Envío programado de reportes,Quisiera programar la creación de respaldos para que se ejecute una vez al mes. Esto sucede en más de un dispositivo.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1,train
S000405,Quiero saber si existe esta opción,Quiero confirmar si la plataforma permite el acceso para varios usuarios. Ya intenté actualizar la página y volver a probar.,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1,train
S000406,Buscar registros toma varios segundos,"Al consultar facturas, la pantalla queda esperando antes de mostrar coincidencias. Ya intenté actualizar la página y volver a probar.",rendimiento,synthetic_generator,true,busqueda_lenta,v0.1,train
S000409,No puedo completar el cobro,Al confirmar el pago aparece pago denegado y la suscripción no se renueva. Necesito continuar con el proceso cuanto antes.,pagos_facturacion,synthetic_generator,true,pago_rechazado,v0.1,train
S000410,Código 2FA rechazado,La verificación adicional falla en la aplicación web y no me deja acceder a la cuenta. Antes funcionaba con normalidad.,acceso_autenticacion,synthetic_generator,true,doble_factor,v0.1,train
S000411,El monto cobrado es incorrecto,La factura muestra servicios no contratados respecto del precio informado. Ya intenté actualizar la página y volver a probar.,pagos_facturacion,synthetic_generator,true,monto_incorrecto,v0.1,train
S000415,Pagué pero la cuenta sigue vencida,"Realicé el depósito bancario, pero la suscripción todavía figura como pendiente. Ya intenté actualizar la página y volver a probar.",pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1,train
S000416,No puedo completar el cobro,El sistema no acepta mi tarjeta de crédito aunque tiene fondos y está habilitado para compras.,pagos_facturacion,synthetic_generator,true,pago_rechazado,v0.1,train
S000418,Cuenta registrada pero sin activar,El enlace recibido para activar la cuenta muestra enlace inválido desde que cambié la configuración. Necesito continuar con el proceso cuanto antes.,acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1,train
S000419,El botón no responde,"La interfaz permite completar los datos, aunque enviar no responde varias veces al día. Esto sucede en más de un dispositivo.",error_tecnico,synthetic_generator,true,boton_no_responde,v0.1,train
S000420,La tarjeta no es aceptada,Al confirmar el pago aparece pago denegado y la suscripción no se renueva. Antes funcionaba con normalidad.,pagos_facturacion,synthetic_generator,true,pago_rechazado,v0.1,train
S000421,Nadie puede abrir la plataforma,Ningún módulo está disponible y el navegador muestra un error del servidor. Ya intenté actualizar la página y volver a probar.,error_tecnico,synthetic_generator,true,servicio_caido,v0.1,train
S000423,La plataforma se ralentiza con muchos usuarios,El rendimiento baja notablemente la mañana de los lunes y las operaciones tardan en completarse. Antes funcionaba con normalidad.,rendimiento,synthetic_generator,true,lentitud_horaria,v0.1,train
S000425,El pago no aparece registrado,"La operación aparece aprobada, aunque el servicio sigue suspendido por falta de pago. El problema también fue confirmado por otro usuario.",pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1,train
S000426,Necesitamos más opciones de búsqueda,"Quisiera filtrar tickets por fecha, estado y responsable al mismo tiempo. Esto sucede en más de un dispositivo.",solicitud_funcionalidad,synthetic_generator,true,filtros_avanzados,v0.1,train
S000428,Necesito conocer el horario de ayuda,Necesito información sobre el horario y los canales de atención disponibles. El problema también fue confirmado por otro usuario.,consulta_general,synthetic_generator,true,horarios_soporte,v0.1,train
S000430,No aparece contenido en la sección,La sección queda vacía de forma intermitente y necesito volver a cargar la página.,error_tecnico,synthetic_generator,true,pantalla_blanca,v0.1,train
S000431,Integración con Slack,Solicito integrar la plataforma con Slack para recibir alertas. Esto sucede en más de un dispositivo.,solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1,train
S000433,Agregar control detallado de accesos,Solicito un nuevo rol que pueda ver reportes sin editar.,solicitud_funcionalidad,synthetic_generator,true,roles_permisos,v0.1,train
S000434,La página queda en blanco,La sección queda vacía solo en algunos intentos y necesito volver a cargar la página. El problema también fue confirmado por otro usuario.,error_tecnico,synthetic_generator,true,pantalla_blanca,v0.1,train
S000435,El comprobante no aparece,"El pago fue aprobado, pero no encuentro la factura en la sección de facturación.",pagos_facturacion,synthetic_generator,true,factura_no_recibida,v0.1,train
S000438,La página tarda demasiado,La pantalla responde correctamente después de esperar varios segundos casi siempre. Esto sucede en más de un dispositivo.,rendimiento,synthetic_generator,true,carga_lenta,v0.1,train
S000439,El módulo demora en mostrar información,"Desde desde la semana pasada, El dashboard tarda mucho más de lo habitual. Antes funcionaba con normalidad.",rendimiento,synthetic_generator,true,carga_lenta,v0.1,train
S000440,Sesión expirada pocos segundos después de entrar,"Inicio sesión correctamente, pero la plataforma me desconecta a los pocos segundos casi siempre.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1,train
S000441,Las solicitudes tardan varios segundos,"No hay errores HTTP, pero la latencia aumentó desde la semana pasada. Necesito continuar con el proceso cuanto antes.",rendimiento,synthetic_generator,true,api_lenta,v0.1,train
S000443,¿Cuándo está disponible soporte?,¿En qué días y horarios puedo comunicarme con un agente?,consulta_general,synthetic_generator,true,horarios_soporte,v0.1,train
S000444,Envío programado de reportes,Solicito una automatización que permita la creación de respaldos sin intervención manual.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1,train
S000446,Transacción aprobada sin activación,"La operación aparece aprobada, aunque el servicio sigue suspendido por falta de pago. Esto sucede en más de un dispositivo.",pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1,train
S000447,Procesamiento lento de archivos,"Puedo completar de procesar, pero el tiempo de espera afecta el trabajo diario. Ya intenté actualizar la página y volver a probar.",rendimiento,synthetic_generator,true,archivos_lentos,v0.1,train
S000448,¿Dónde encuentro esta opción?,Quisiera saber cómo descargar un reporte dentro de la plataforma. Antes funcionaba con normalidad.,consulta_general,synthetic_generator,true,como_usar,v0.1,train
S000449,Necesitamos descargar datos en otro formato,Sería útil agregar Google Sheets a los formatos disponibles de exportación. El problema también fue confirmado por otro usuario.,solicitud_funcionalidad,synthetic_generator,true,nueva_exportacion,v0.1,train
S000450,La cuenta fue suspendida tras varios intentos,Después de varios intentos fallidos el sistema bloqueó la cuenta y ya no permite iniciar sesión. El problema también fue confirmado por otro usuario.,acceso_autenticacion,synthetic_generator,true,cuenta_bloqueada,v0.1,train
S000451,Necesito información sobre las condiciones,¿Qué requisitos debo cumplir para registrar una empresa?,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1,train
S000452,Procesamiento lento de archivos,"El archivo termina de importar, pero incluso uno pequeño demora varios minutos.",rendimiento,synthetic_generator,true,archivos_lentos,v0.1,train
S000453,Procesamiento lento de archivos,"La operación no falla, aunque de procesar es mucho más lenta que antes. Necesito continuar con el proceso cuanto antes.",rendimiento,synthetic_generator,true,archivos_lentos,v0.1,train
S000454,Transacción aprobada sin activación,El banco confirma el cobro y la plataforma no reconoce la transacción desde que cambié la configuración.,pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1,train
S000456,Servicio no disponible,Todos los usuarios reciben tiempo de espera agotado al intentar ingresar.,error_tecnico,synthetic_generator,true,servicio_caido,v0.1,train
S000457,Agregar control detallado de accesos,Solicito un nuevo rol que pueda ver reportes sin editar. Ya intenté actualizar la página y volver a probar.,solicitud_funcionalidad,synthetic_generator,true,roles_permisos,v0.1,train
S000458,Sesión expirada pocos segundos después de entrar,"Mientras trabajo, la sesión expira sin aviso desde una computadora de la oficina. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1,train
S000459,El sistema se cierra al editar,"Puedo entrar normalmente, pero la aplicación falla al abrir un reporte. Esto sucede en más de un dispositivo.",error_tecnico,synthetic_generator,true,cierre_inesperado,v0.1,train
S000460,Tiempo de respuesta elevado,"No hay errores HTTP, pero la latencia aumentó desde la última actualización. Ya intenté actualizar la página y volver a probar.",rendimiento,synthetic_generator,true,api_lenta,v0.1,train
S000461,La información vuelve a su valor anterior,"La plataforma confirma la actualización, pero al volver a entrar aparecen los valores anteriores.",error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1,train
S000462,¿La plataforma incluye esta función?,Necesito saber dónde se encuentra la descarga de facturas o si todavía no está habilitada.,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1,train
S000463,La plataforma me desconecta constantemente,"Puedo entrar, pero al cambiar de sección vuelvo a la pantalla de acceso y afecta a varios usuarios. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1,train
S000464,La cuenta fue suspendida tras varios intentos,Después de probar un código antiguo el sistema bloqueó la cuenta y ya no permite iniciar sesión.,acceso_autenticacion,synthetic_generator,true,cuenta_bloqueada,v0.1,train
S000466,Buscar registros toma varios segundos,"Cada búsqueda devuelve resultados, pero tarda mucho más de lo normal en responder. El problema también fue confirmado por otro usuario.",rendimiento,synthetic_generator,true,busqueda_lenta,v0.1,train
S000467,Quiero pagar con billetera digital,Solicito incorporar transferencia bancaria como alternativa de pago.,solicitud_funcionalidad,synthetic_generator,true,nuevo_pago,v0.1,train
S000469,Rendimiento degradado en horas punta,El rendimiento baja notablemente las horas de mayor uso y las operaciones tardan en completarse.,rendimiento,synthetic_generator,true,lentitud_horaria,v0.1,train
S000471,Necesito instrucciones para completar el proceso,No encuentro dónde se realiza cambiar una configuración; necesito orientación. Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,como_usar,v0.1,train
S000472,Necesito información sobre las condiciones,¿Qué requisitos debo cumplir para registrar una empresa? Antes funcionaba con normalidad.,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1,train
S000473,No aparece contenido en la sección,"Puedo navegar por el menú, pero la sección de documentos no carga su contenido en la aplicación web.",error_tecnico,synthetic_generator,true,pantalla_blanca,v0.1,train
S000474,Necesito conocer el estado del trámite,Necesito orientación para revisar el avance de mi registro sin reportar un error. Ya intenté actualizar la página y volver a probar.,consulta_general,synthetic_generator,true,estado_proceso,v0.1,train
S000475,Integración con Slack,Sería útil enviar información automáticamente a Slack. Antes funcionaba con normalidad.,solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1,train
S000476,La página tarda demasiado,"Desde desde ayer, El dashboard tarda mucho más de lo habitual. El problema también fue confirmado por otro usuario.",rendimiento,synthetic_generator,true,carga_lenta,v0.1,train
S000478,Horario de atención,Quisiera saber si el soporte atiende los fines de semana. Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,horarios_soporte,v0.1,train
S000479,La página queda en blanco,"Puedo navegar por el menú, pero el panel de usuarios no carga su contenido desde el celular. Esto sucede en más de un dispositivo.",error_tecnico,synthetic_generator,true,pantalla_blanca,v0.1,train
S000480,Servicio no disponible,La plataforma completa dejó de responder desde ayer. Ya intenté actualizar la página y volver a probar.,error_tecnico,synthetic_generator,true,servicio_caido,v0.1,train
S000481,Necesitamos una nueva integración,Sería útil enviar información automáticamente a un CRM externo.,solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1,train
S000483,¿La plataforma incluye esta función?,¿Está disponible la exportación de datos en mi plan actual? Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1,train
S000484,Quiero pagar con billetera digital,Sería útil permitir pagos mediante una billetera digital además de las tarjetas.,solicitud_funcionalidad,synthetic_generator,true,nuevo_pago,v0.1,train
S000485,Información sobre los planes,¿Qué funciones están incluidas en la opción empresarial? Antes funcionaba con normalidad.,consulta_general,synthetic_generator,true,planes_precios,v0.1,train
S000486,No se actualizan los datos,"La operación termina sin error, aunque la base sigue mostrando los datos anteriores. Esto sucede en más de un dispositivo.",error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1,train
S000487,No recibí la factura,"El pago fue aprobado, pero no encuentro la factura en ninguna bandeja. Ya intenté actualizar la página y volver a probar.",pagos_facturacion,synthetic_generator,true,factura_no_recibida,v0.1,train
S000488,El enlace de activación está vencido,El enlace recibido para activar la cuenta muestra token vencido desde que cambié la configuración. El problema también fue confirmado por otro usuario.,acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1,train
S000489,Necesito conocer el estado del trámite,Quisiera saber dónde puedo consultar el estado de una solicitud de soporte. Necesito continuar con el proceso cuanto antes.,consulta_general,synthetic_generator,true,estado_proceso,v0.1,train
S000491,Necesito corregir los datos fiscales,La información tributaria del documento no coincide con la registrada en la cuenta. Antes funcionaba con normalidad.,pagos_facturacion,synthetic_generator,true,factura_incorrecta,v0.1,train
S000494,Quiero pagar con billetera digital,Sería útil permitir pagos mediante pago por QR además de las tarjetas. Ya intenté actualizar la página y volver a probar.,solicitud_funcionalidad,synthetic_generator,true,nuevo_pago,v0.1,train
S000495,Agregar filtros avanzados,Solicito una opción para combinar varios criterios al consultar usuarios.,solicitud_funcionalidad,synthetic_generator,true,filtros_avanzados,v0.1,train
S000496,Información sobre los planes,Quiero conocer las diferencias entre la suscripción mensual y el plan empresarial. El problema también fue confirmado por otro usuario.,consulta_general,synthetic_generator,true,planes_precios,v0.1,train
S000497,Mi cuenta quedó bloqueada,"La plataforma informa que mi usuario está bloqueado, incluso después de esperar todo el día. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,cuenta_bloqueada,v0.1,train
S000498,La clave aparece como incorrecta,"Puedo escribir mis datos, pero al confirmar aparece un mensaje de acceso denegado varias veces al día. Ya intenté actualizar la página y volver a probar.",acceso_autenticacion,synthetic_generator,true,credenciales_rechazadas,v0.1,train
S000499,La información vuelve a su valor anterior,Guardo el formulario y los cambios desaparecen después de recargar la página.,error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1,train
S000501,Quiero saber si existe esta opción,Necesito saber dónde se encuentra la descarga de facturas o si todavía no está habilitada. Necesito continuar con el proceso cuanto antes.,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1,train
S000502,El enlace de activación está vencido,"La cuenta aparece creada, aunque el sistema sigue pidiendo activación y el proceso queda detenido. El problema también fue confirmado por otro usuario.",acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1,train
S000504,El enlace de activación está vencido,El enlace recibido para activar la cuenta muestra enlace inválido desde que cambié la configuración.,acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1,train
S000505,El botón no responde,El botón confirmar dejó de ejecutar la acción desde la última actualización. El problema también fue confirmado por otro usuario.,error_tecnico,synthetic_generator,true,boton_no_responde,v0.1,train
S000506,Procesamiento lento de archivos,"La operación no falla, aunque de procesar es mucho más lenta que antes. El problema también fue confirmado por otro usuario.",rendimiento,synthetic_generator,true,archivos_lentos,v0.1,train
S000507,El sistema se pone lento por las tardes,"Cuando hay varios usuarios conectados, el sistema responde con mucha demora. Esto sucede en más de un dispositivo.",rendimiento,synthetic_generator,true,lentitud_horaria,v0.1,train
S000508,Agregar un nuevo método de pago,Necesitamos que la plataforma acepte una billetera digital para nuevas suscripciones. Esto sucede en más de un dispositivo.,solicitud_funcionalidad,synthetic_generator,true,nuevo_pago,v0.1,train
S000509,El código de verificación no funciona,La verificación adicional falla desde mi laptop y no me deja acceder a la cuenta.,acceso_autenticacion,synthetic_generator,true,doble_factor,v0.1,train
S000510,Quiero exportar a Excel,Sería útil agregar XML a los formatos disponibles de exportación.,solicitud_funcionalidad,synthetic_generator,true,nueva_exportacion,v0.1,train
S000511,La plataforma me desconecta constantemente,"Inicio sesión correctamente, pero la plataforma me desconecta al guardar información varias veces al día. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1,train
S000512,Importar registros toma mucho tiempo,"El proceso de generación de reportes termina correctamente, pero tarda casi una hora. Ya intenté actualizar la página y volver a probar.",rendimiento,synthetic_generator,true,proceso_masivo_lento,v0.1,train
S000513,Agregar un nuevo método de pago,Solicito incorporar una billetera digital como alternativa de pago. Esto sucede en más de un dispositivo.,solicitud_funcionalidad,synthetic_generator,true,nuevo_pago,v0.1,train
S000514,Consulta sobre una característica,¿Está disponible la personalización de reportes en mi plan actual? Ya intenté actualizar la página y volver a probar.,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1,train
S000515,Pagué pero la cuenta sigue vencida,"La operación aparece aprobada, aunque el servicio sigue suspendido por falta de pago. Ya intenté actualizar la página y volver a probar.",pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1,train
S000518,Las solicitudes tardan varios segundos,"Las solicitudes devuelven datos correctos, pero el tiempo de respuesta supera cinco segundos.",rendimiento,synthetic_generator,true,api_lenta,v0.1,train
S000519,El sistema está caído,Todos los usuarios reciben conexión rechazada al intentar ingresar.,error_tecnico,synthetic_generator,true,servicio_caido,v0.1,train
S000520,La plataforma me desconecta constantemente,"Puedo entrar, pero al cambiar de sección vuelvo a la pantalla de acceso y no puedo continuar con mi trabajo. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1,train
S000521,Integración con Slack,"Necesitamos una conexión con Microsoft Teams, ya que actualmente no existe.",solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1,train
S000523,Necesito información sobre las condiciones,Quisiera conocer la política de uso de cuentas de la plataforma. Necesito continuar con el proceso cuanto antes.,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1,train
S000524,Crear permisos personalizados,Solicito un nuevo rol que pueda ver reportes sin editar. Esto sucede en más de un dispositivo.,solicitud_funcionalidad,synthetic_generator,true,roles_permisos,v0.1,train
S000526,La carga de archivos es muy lenta,"La operación no falla, aunque de descargar es mucho más lenta que antes. Antes funcionaba con normalidad.",rendimiento,synthetic_generator,true,archivos_lentos,v0.1,train
S000527,Datos incorrectos en la factura,La información tributaria del documento no coincide con la registrada en la cuenta. Necesito continuar con el proceso cuanto antes.,pagos_facturacion,synthetic_generator,true,factura_incorrecta,v0.1,train
S000530,La misma operación se guarda dos veces,"Confirmo la operación una sola vez, pero el sistema genera tres registros iguales. Ya intenté actualizar la página y volver a probar.",error_tecnico,synthetic_generator,true,duplicados,v0.1,train
S000531,El sistema se cierra al editar,"Puedo entrar normalmente, pero la aplicación falla al confirmar una operación.",error_tecnico,synthetic_generator,true,cierre_inesperado,v0.1,train
S000532,Quiero exportar a Excel,Solicito una opción que permita descargar las facturas en Excel. Antes funcionaba con normalidad.,solicitud_funcionalidad,synthetic_generator,true,nueva_exportacion,v0.1,train
S000533,Necesitamos ejecuciones automáticas,Actualmente hacemos el proceso manualmente y necesitamos automatizar el envío de reportes.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1,train
S000534,La tarjeta no es aceptada,El sistema no acepta mi tarjeta de crédito aunque tiene fondos y está habilitado para compras. Antes funcionaba con normalidad.,pagos_facturacion,synthetic_generator,true,pago_rechazado,v0.1,train
S000536,Acceso rechazado tras actualizar la contraseña,"El cambio de el correo fue confirmado, pero el acceso sigue usando los datos anteriores. Esto sucede en más de un dispositivo.",acceso_autenticacion,synthetic_generator,true,cambio_datos_acceso,v0.1,train
S000537,Necesito corregir los datos fiscales,La factura muestra la razón social que no corresponde a mi empresa. El problema también fue confirmado por otro usuario.,pagos_facturacion,synthetic_generator,true,factura_incorrecta,v0.1,train
S000539,El pago no aparece registrado,"La operación aparece aprobada, aunque el servicio sigue suspendido por falta de pago. Ya intenté actualizar la página y volver a probar.",pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1,train
S000541,No recibí la factura,La transacción terminó correctamente y no recibí ningún documento de pago desde la semana pasada.,pagos_facturacion,synthetic_generator,true,factura_no_recibida,v0.1,train
S000542,La API responde lentamente,"No hay errores HTTP, pero la latencia aumentó desde esta mañana.",rendimiento,synthetic_generator,true,api_lenta,v0.1,train
S000543,Problema con la autenticación de dos pasos,No puedo completar el segundo paso porque el código no llega casi siempre. Ya intenté actualizar la página y volver a probar.,acceso_autenticacion,synthetic_generator,true,doble_factor,v0.1,train
S000544,Acceso rechazado tras actualizar la contraseña,Actualicé la contraseña y desde entonces ninguna de las credenciales me permite ingresar. Esto sucede en más de un dispositivo.,acceso_autenticacion,synthetic_generator,true,cambio_datos_acceso,v0.1,train
S000546,La información vuelve a su valor anterior,"La operación termina sin error, aunque la base sigue mostrando los datos anteriores. Necesito continuar con el proceso cuanto antes.",error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1,train
S000547,Se crean registros duplicados,"Confirmo la operación una sola vez, pero el sistema genera varios registros iguales. El problema también fue confirmado por otro usuario.",error_tecnico,synthetic_generator,true,duplicados,v0.1,train
S000548,¿La plataforma incluye esta función?,¿Está disponible la descarga de facturas en mi plan actual?,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1,train
S000549,Importe equivocado en la factura,La factura muestra un importe mayor respecto del precio informado. Necesito continuar con el proceso cuanto antes.,pagos_facturacion,synthetic_generator,true,monto_incorrecto,v0.1,train
S000550,La plataforma se ralentiza con muchos usuarios,"En la tarde todas las pantallas tardan más, aunque fuera de ese horario funcionan bien.",rendimiento,synthetic_generator,true,lentitud_horaria,v0.1,train
S000551,Pagué pero la cuenta sigue vencida,El banco confirma el cobro y la plataforma no reconoce la transacción desde hace unos minutos. El problema también fue confirmado por otro usuario.,pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1,train
S000553,No ocurre nada al guardar,"La interfaz permite completar los datos, aunque guardar no responde casi siempre. Esto sucede en más de un dispositivo.",error_tecnico,synthetic_generator,true,boton_no_responde,v0.1,train
S000554,Necesito información sobre las condiciones,¿Qué requisitos debo cumplir para invitar usuarios?,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1,train
S000555,El dashboard carga muy lento,La pantalla responde correctamente después de esperar varios segundos varias veces al día.,rendimiento,synthetic_generator,true,carga_lenta,v0.1,train
S000556,El módulo demora en mostrar información,La pantalla responde correctamente después de esperar más de un minuto casi siempre.,rendimiento,synthetic_generator,true,carga_lenta,v0.1,train
S000557,Necesitamos descargar datos en otro formato,Solicito una opción que permita descargar la lista de usuarios en Excel. El problema también fue confirmado por otro usuario.,solicitud_funcionalidad,synthetic_generator,true,nueva_exportacion,v0.1,train
S000558,No puedo iniciar sesión,"Intento ingresar con las credenciales habituales, pero el sistema indica que los datos no son válidos desde ayer. Esto sucede en más de un dispositivo.",acceso_autenticacion,synthetic_generator,true,credenciales_rechazadas,v0.1,train
S000560,La misma operación se guarda dos veces,"Confirmo la operación una sola vez, pero el sistema genera varios registros iguales.",error_tecnico,synthetic_generator,true,duplicados,v0.1,train
S000562,No puedo entrar después de cambiar mi correo,"El cambio de el correo fue confirmado, pero el acceso sigue usando los datos anteriores. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,cambio_datos_acceso,v0.1,train
S000563,La tarjeta no es aceptada,El sistema no acepta mi tarjeta de crédito aunque tiene fondos y está habilitado para compras.,pagos_facturacion,synthetic_generator,true,pago_rechazado,v0.1,train
S000564,Sesión expirada pocos segundos después de entrar,"Mientras trabajo, la sesión expira sin aviso en el navegador.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1,train
S000566,Pagué pero la cuenta sigue vencida,El banco confirma el cobro y la plataforma no reconoce la transacción desde esta mañana.,pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1,train
S000567,Horario de atención,¿En qué días y horarios puedo comunicarme con un agente? Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,horarios_soporte,v0.1,train
S000568,Horario de atención,Quisiera saber si el soporte atiende por la noche.,consulta_general,synthetic_generator,true,horarios_soporte,v0.1,train
S000569,Agregar filtros avanzados,Solicito una opción para combinar varios criterios al consultar facturas.,solicitud_funcionalidad,synthetic_generator,true,filtros_avanzados,v0.1,train
S000570,Importar registros toma mucho tiempo,Procesar pocos cientos de registros toma demasiado tiempo aunque no aparecen errores.,rendimiento,synthetic_generator,true,proceso_masivo_lento,v0.1,train
S000571,La aplicación falla durante una operación,"Cada vez que intento adjuntar un archivo, la aplicación se cierra inesperadamente. Necesito continuar con el proceso cuanto antes.",error_tecnico,synthetic_generator,true,cierre_inesperado,v0.1,train
S000573,Consulta sobre el estado de una solicitud,Necesito orientación para revisar el avance de una solicitud de soporte sin reportar un error. Ya intenté actualizar la página y volver a probar.,consulta_general,synthetic_generator,true,estado_proceso,v0.1,train
S000575,El sistema se pone lento por las tardes,El rendimiento baja notablemente el cierre de mes y las operaciones tardan en completarse. Esto sucede en más de un dispositivo.,rendimiento,synthetic_generator,true,lentitud_horaria,v0.1,train
S000577,Automatizar una tarea repetitiva,Actualmente hacemos el proceso manualmente y necesitamos automatizar la creación de respaldos.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1,train
S000578,La API responde lentamente,"No hay errores HTTP, pero la latencia aumentó desde la última actualización. Antes funcionaba con normalidad.",rendimiento,synthetic_generator,true,api_lenta,v0.1,train
S000579,Necesito conocer el horario de ayuda,Quisiera saber si el soporte atiende fuera del horario de oficina. Necesito continuar con el proceso cuanto antes.,consulta_general,synthetic_generator,true,horarios_soporte,v0.1,train
S000580,No puedo completar el cobro,Al confirmar el pago aparece error al procesar el cobro y la suscripción no se renueva.,pagos_facturacion,synthetic_generator,true,pago_rechazado,v0.1,train
